Text	Label	Saliency	Words	Correct
hurricane survivors wait for water gas punta go fl urban rescue teams insurance adjust and national guard troops scattered across florida monday to help victims of hurricane charley and deliver water and other supplies to thousands of people left homeless 	0	All_Attention	40	1
hurricane survivors .......urban ..........florida .....hurricane .............	0	Last_Attention	5	1
hurricane survivors wait ...punta ..urban rescue .........florida monday ....hurricane ............homeless 	0	Last_Attention	10	1
hurricane survivors wait for water gas punta ..urban rescue .insurance ..national guard ...florida monday ..victims .hurricane ...water ..supplies ....left homeless 	0	Last_Attention	20	1
hurricane survivors wait for water gas punta ..urban rescue .insurance adjust and national guard troops scattered across florida monday .help victims of hurricane ...water ..supplies to thousands .people left homeless 	0	Last_Attention	30	1
hurricane survivors wait for water gas punta go fl urban rescue teams insurance adjust and national guard troops scattered across florida monday to help victims of hurricane charley and deliver water and other supplies to thousands of people left homeless 	0	Last_Attention	40	1
......punta .fl urban ...........monday .................homeless 	0	Vanilla_Gradient	5	1
......punta .fl urban rescue teams ......scattered .florida monday ................left homeless 	0	Vanilla_Gradient	10	1
hurricane survivors wait ..gas punta .fl urban rescue teams insurance ....troops scattered across florida monday .....charley .....supplies ...people left homeless 	0	Vanilla_Gradient	20	1
hurricane survivors wait ..gas punta go fl urban rescue teams insurance adjust and .guard troops scattered across florida monday ..victims .hurricane charley and deliver water ..supplies .thousands .people left homeless 	0	Vanilla_Gradient	30	1
hurricane survivors wait for water gas punta go fl urban rescue teams insurance adjust and national guard troops scattered across florida monday to help victims of hurricane charley and deliver water and other supplies to thousands of people left homeless 	0	Vanilla_Gradient	40	1
........fl .......guard troops scattered ...........water .........	0	InputXGrad	5	1
........fl .....and .guard troops scattered .......hurricane .and .water ....thousands of ...	0	InputXGrad	10	1
.survivors wait .water gas ..fl .....and .guard troops scattered across ..to ...hurricane .and .water .other supplies to thousands of .left .	0	InputXGrad	20	1
.survivors wait for water gas punta go fl ..teams ..and .guard troops scattered across ..to help victims of hurricane charley and deliver water and other supplies to thousands of .left .	0	InputXGrad	30	1
hurricane survivors wait for water gas punta go fl urban rescue teams insurance adjust and national guard troops scattered across florida monday to help victims of hurricane charley and deliver water and other supplies to thousands of people left homeless 	0	InputXGrad	40	1
........fl ..teams ....guard .....................left homeless 	0	Integrated_Gradient	5	0
.......go fl ..teams ..and .guard .....to .....and .....to ...left homeless 	0	Integrated_Gradient	10	1
.survivors wait for ...go fl .rescue teams ..and national guard .scattered ..monday to ..of ..and ..and ..to thousands ..left homeless 	0	Integrated_Gradient	20	1
.survivors wait for ..punta go fl urban rescue teams ..and national guard troops scattered across .monday to help victims of ..and deliver .and other .to thousands of people left homeless 	0	Integrated_Gradient	30	1
hurricane survivors wait for water gas punta go fl urban rescue teams insurance adjust and national guard troops scattered across florida monday to help victims of hurricane charley and deliver water and other supplies to thousands of people left homeless 	0	Integrated_Gradient	40	1
........fl .......guard troops scattered .......hurricane .............	0	DeepLIFT	5	1
.survivors ......fl .....and .guard troops scattered .....victims .hurricane .and .......of ...	0	DeepLIFT	10	1
.survivors ...gas ..fl .....and .guard troops scattered across ..to .victims .hurricane .and .water and other supplies to thousands of .left .	0	DeepLIFT	20	1
hurricane survivors wait for water gas .go fl .rescue teams ..and .guard troops scattered across ..to help victims of hurricane charley and .water and other supplies to thousands of .left .	0	DeepLIFT	30	1
hurricane survivors wait for water gas punta go fl urban rescue teams insurance adjust and national guard troops scattered across florida monday to help victims of hurricane charley and deliver water and other supplies to thousands of people left homeless 	0	DeepLIFT	40	1
.........urban .teams ...........help ......water .....of ...	0	LIME	5	0
........fl urban .teams ........florida monday .help .....deliver water .....of people ..	0	LIME	10	0
.survivors .for ....fl urban .teams insurance ...guard .scattered across florida monday to help .of .charley .deliver water .other ...of people ..	0	LIME	20	1
hurricane survivors .for water ..go fl urban rescue teams insurance adjust ..guard troops scattered across florida monday to help .of hurricane charley and deliver water and other ...of people .homeless 	0	LIME	30	1
hurricane survivors wait for water gas punta go fl urban rescue teams insurance adjust and national guard troops scattered across florida monday to help victims of hurricane charley and deliver water and other supplies to thousands of people left homeless 	0	LIME	40	1
.....gas ................to .victims ....deliver ......of ...	0	Random	5	1
.....gas ......insurance adjust and national ......to help victims ....deliver ......of ...	0	Random	10	1
hurricane ....gas punta ..urban .teams insurance adjust and national ...across ..to help victims of hurricane .and deliver water ...to .of ...	0	Random	20	1
hurricane .wait for .gas punta ..urban .teams insurance adjust and national guard troops .across .monday to help victims of hurricane .and deliver water .other .to thousands of people left homeless 	0	Random	30	1
hurricane survivors wait for water gas punta go fl urban rescue teams insurance adjust and national guard troops scattered across florida monday to help victims of hurricane charley and deliver water and other supplies to thousands of people left homeless 	0	Random	40	1
jackson squares off with prosecutor santa maria , cal ##if . - fans of michael jackson erupted in cheers monday as the pop star emerged from a double - decker tour bus and went into court for a showdown with the prosecutor who has pursued him for years on child mole ##station charges . . .	0	N/A	All	N/A
........fans ..jackson .....................showdown ..prosecutor .......child ..	0	All_Attention	5	1
jackson ...prosecutor ...fans ..jackson ........emerged .....bus ...court ..showdown ..prosecutor .......child ..	0	All_Attention	10	0
jackson ...prosecutor ...fans .michael jackson erupted ..monday as the .star emerged ...decker tour bus and ..court ..showdown ..prosecutor ..pursued ....child ..	0	All_Attention	20	1
jackson squares ..prosecutor .maria .fans .michael jackson erupted .cheers monday as the pop star emerged from ..decker tour bus and ..court for .showdown ..prosecutor who .pursued him ..on child .charges 	0	All_Attention	30	1
jackson squares off with prosecutor santa maria .fans of michael jackson erupted in cheers monday as the pop star emerged from a .decker tour bus and went .court for .showdown with the prosecutor who .pursued him ..on child mole charges 	0	All_Attention	40	1
.....santa ..fans of .....monday ............................child ..	0	Last_Attention	5	0
.squares ...santa maria .fans of ..erupted ..monday ....emerged .....bus .................child ..	0	Last_Attention	10	1
jackson squares off .prosecutor santa maria cal fans of michael jackson erupted ..monday as ...emerged ...decker .bus .............him ...child mole .	0	Last_Attention	20	1
jackson squares off with prosecutor santa maria cal fans of michael jackson erupted .cheers monday as the pop .emerged from ..decker tour bus and ...for .showdown ..prosecutor ...him ...child mole .	0	Last_Attention	30	1
jackson squares off with prosecutor santa maria cal fans of michael jackson erupted in cheers monday as the pop star emerged from a double decker tour bus and went ..for .showdown ..prosecutor ..pursued him for years on child mole charges 	0	Last_Attention	40	1
........fans ...erupted .cheers monday ..............................charges 	0	Vanilla_Gradient	5	0
.squares ..prosecutor santa maria cal fans ...erupted .cheers monday ..............................charges 	0	Vanilla_Gradient	10	0
jackson squares off .prosecutor santa maria cal fans of michael jackson erupted in cheers monday as ........tour ..........prosecutor ......on ..charges 	0	Vanilla_Gradient	20	1
jackson squares off .prosecutor santa maria cal fans of michael jackson erupted in cheers monday as .pop .emerged ...decker tour bus ......showdown ..prosecutor who .pursued ..years on child mole charges 	0	Vanilla_Gradient	30	1
jackson squares off with prosecutor santa maria cal fans of michael jackson erupted in cheers monday as the pop star emerged ..double decker tour bus and went .court ..showdown ..prosecutor who has pursued him for years on child mole charges 	0	Vanilla_Gradient	40	1
